SKU,Product Name,Product ID,Brand,Model,Ext,Product Description,Item Type,Standard Price,Bullet Point1,Bullet Point2,Bullet Point3,Bullet Point4,Bullet Point5,Search Terms1,Search Terms2,Search Terms3,Search Terms4,Search Terms5,Lens Color,Frame Material Type,Lens Material Type,Item Shape,Polarization Type,Lens Width,Bridge Width,Arm Length,Department,Frame Color,Special Features1
8H-24UA-D07Y,Ray-Ban RB2132 894/76 Havana Frame / Blue-Green Mirror Polarized Lens 55mm,,Ray Ban,mRB2132,e89476,"New Wayfarer Matte Flash RB2132 Ray-Ban New Wayfarer Matte Flash sunglasses are an exclusive model of the Wayfarer family, only available online here at Ray-Ban.com. Featuring the same style and fit as the New Wayfarer Classic, New Wayfarer Matte Flash RB2132 sunglasses are designed with a bright splash of color to assure you won't go unnoticed.",sunglasses,164.99,Model: RB2132 New Wayfarer Limited Edition.,Color: 894/76 Havana Frame / Blue-Green Mirror Polarized Lens,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift discount sale,rb2132 622 2132 polarized,Wayfarer folding original retro hipster,Sunglasses glasses frame shades discount sale,622/17,blue,composite,mirrored,wayfarer,polarized,55,18,145,unisex-adult,havana,prescription-ready
P4-4F2V-EY9T,Ray-Ban RB2132 901/58 New Wayfarer Black Frame / Green Polarized Lens 55mm,,Ray Ban,mRB2132,e90158,,sunglasses,154.99,Model: RB2132 New Wayfarer Polarized.,Color: Black Frame / Green Polarized Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Case color may occasionally vary.,Ray Ban rayban ray-ban gift discount sale,rb2132 618371 Wayfarer Matte Black 2132,Wayfarer original 50 54 52 55 mm,Sunglasses glasses frame shades,polarized lens lenses authentic made in italy,blue,composite,glass,wayfarer,polarized,55,18,145,unisex-adult,Black,prescription-ready
C0-PWI6-YSNY,Ray-Ban RB2132 901L Wayfarer Sunglasses Black Frame / Green Lens 55mm,,Ray Ban,mRB2132,e901L,,sunglasses,114.9,Model: RB2132 New Wayfarer.,Color: 901L Black Frame / Green Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift,rb2132 622 2132 polarized,Wayfarer original 50 54 52 55 mm,Sunglasses glasses frame shades,crystal lens lenses authentic made in italy,blue,composite,glass,wayfarer,non-polarized,55,18,145,unisex-adult,,prescription-ready
6I-J7DB-GO0H,Ray-Ban RB2132 902/58 Wayfarer Tortoise Frame / Green Polarized Lens 52mm,,Ray Ban,mRB2132,e90258,"Using the same iconic shape as the classic Wayfarer Sunglasses, Ray-Ban RB2132 New Wayfarer Color Mix sunglasses are dressed in unique color combinations, for those who dare to wear them. This smaller interpretation of the Original Wayfarer comes in a softer eye shape, giving you what you need to express your individuality.",sunglasses,159.99,Model: RB2132 New Wayfarer Polarized.,Color: 902/58 Tortoise Frame / Green Polarized Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Style: Wayfarer.,Ray Ban rayban ray-ban gift discount sale,rb2132 618371 Wayfarer Matte Black 2132,Wayfarer original 50 54 52 55 mm,Sunglasses glasses frame shades,polarized lens lenses authentic made in italy,brown,composite,glass,wayfarer,polarized,52,18,145,unisex-adult,Black,prescription-ready
6B-L12N-DFP6,Ray-Ban RB2132 902/58 Wayfarer Tortoise Frame / Green Polarized Lens 55mm,,Ray Ban,mRB2132,e90258,"Using the same iconic shape as the classic Wayfarer Sunglasses, Ray-Ban RB2132 New Wayfarer Color Mix sunglasses are dressed in unique color combinations, for those who dare to wear them. This smaller interpretation of the Original Wayfarer comes in a softer eye shape, giving you what you need to express your individuality.",sunglasses,159.99,Model: RB2132 New Wayfarer Polarized.,Color: 902/58 Tortoise Frame / Green Polarized Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Style: Wayfarer.,Ray Ban rayban ray-ban gift discount sale,rb2132 618371 Wayfarer Matte Black 2132,Wayfarer original 50 54 52 55 mm,Sunglasses glasses frame shades,polarized lens lenses authentic made in italy,brown,plastic,glass,wayfarer,polarized,55,18,145,unisex-adult,Black,prescription-ready
PF-WD2G-1O1G,Ray-Ban RB2132 902L Wayfarer Sunglasses Havana Frame / Green Lens 55mm,,Ray Ban,mRB2132,e902L,,sunglasses,109.99,Model: RB2132 New Wayfarer.,Color: 902L Havana Frame / Green Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift,rb2132 622 2132 polarized,Wayfarer original 50 54 52 55 mm,Sunglasses glasses frame shades,crystal lens lenses authentic made in italy,brown,composite,glass,wayfarer,non-polarized,55,18,145,unisex-adult,,prescription-ready
RV-J4TS-NJ5P,Ray-Ban RB2132 945/57 Honey Frame / Crystal Brown Polarized Lens 55mm,,Ray Ban,mRB2132,e94557,"NEW WAYFARER CLASSIC - RB2132 Go back to where it all began with Ray-Ban New Wayfarer Classic sunglasses. Using the same iconic shape as the classic Wayfarer, these sunglasses offer an updated version that includes a smaller frame and slightly softer eye shape.",sunglasses,169.99,Model: RB2132 New Wayfarer Limited Edition.,Color: 945/57 Honey / Crystal Brown Polarized Lens.,"Original Ray Ban Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift discount sale,rb2132 945/57 2132 945 57,Wayfarer folding original retro hipster,Sunglasses glasses frame shades 55 54 51 49 52 mm,polarized lens lenses authentic made in italy,brown,plastic,plastic,wayfarer,polarized,55,18,145,unisex-adult,honey,
2R-XTBO-RO8Z,"Ray-Ban RB2132 New Wayfarer Classic Unisex Sunglasses (Black Frame / Green G-15 Lens 901, 52)",,Ray-Ban,mRB2132,e901,"sing the same iconic shape as the classic Wayfarer Sunglasses, Ray-Ban RB2132 New Wayfarer Color Mix sunglasses are dressed in unique color combinations, for those who dare to wear them. This smaller interpretation of the Original Wayfarer comes in a softer eye shape, giving you what you need to express your individuality.",sunglasses,114.99,Model: RB2132 New Wayfarer Classic.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Wayfarer,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original rb,wayfarers ray bans women 56mm 56 59 59mm,2132 rb clubround 52mm 55mm,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,,Composite,glass,wayfarer,non-polarized,52,18,145,unisex-adult,Black Frame / Green G-15 Lens 901,
QE-RX6I-HX11,"Ray-Ban RB2132 New Wayfarer Classic Unisex Sunglasses (Black Frame / Green Lens 901L, 55)",,Ray-Ban,mRB2132,e901L,"sing the same iconic shape as the classic Wayfarer Sunglasses, Ray-Ban RB2132 New Wayfarer Color Mix sunglasses are dressed in unique color combinations, for those who dare to wear them. This smaller interpretation of the Original Wayfarer comes in a softer eye shape, giving you what you need to express your individuality.",sunglasses,114.99,Model: RB2132 New Wayfarer Classic.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Wayfarer,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original rb,wayfarers ray bans women 56mm 56 59 59mm,2132 rb clubround 52mm 55mm,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,,Composite,glass,wayfarer,non-polarized,55,18,145,unisex-adult,Black Frame / Green Lens 901L,
2R-XTBQ-RO8Z,"Ray-Ban RB2132 New Wayfarer Classic Unisex Sunglasses (Black ob Beige Frame / Green Lens 875, 52)",,Ray-Ban,mRB2132,e875,"sing the same iconic shape as the classic Wayfarer Sunglasses, Ray-Ban RB2132 New Wayfarer Color Mix sunglasses are dressed in unique color combinations, for those who dare to wear them. This smaller interpretation of the Original Wayfarer comes in a softer eye shape, giving you what you need to express your individuality.",sunglasses,114.99,Model: RB2132 New Wayfarer Classic.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Wayfarer,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original rb,wayfarers ray bans women 56mm 56 59 59mm,2132 rb clubround 52mm 55mm,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,,Composite,glass,wayfarer,non-polarized,52,18,145,unisex-adult,Black ob Beige Frame / Green Lens 875,
C8-H22L-265T,"Ray-Ban RB2132 New Wayfarer Classic Unisex Sunglasses (Black ob Beige Frame / Green Lens 875, 55)",,Ray-Ban,mRB2132,e875,"sing the same iconic shape as the classic Wayfarer Sunglasses, Ray-Ban RB2132 New Wayfarer Color Mix sunglasses are dressed in unique color combinations, for those who dare to wear them. This smaller interpretation of the Original Wayfarer comes in a softer eye shape, giving you what you need to express your individuality.",sunglasses,114.99,Model: RB2132 New Wayfarer Classic.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Wayfarer,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original rb,wayfarers ray bans women 56mm 56 59 59mm,2132 rb clubround 52mm 55mm,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,,Composite,glass,wayfarer,non-polarized,55,18,145,unisex-adult,Black ob Beige Frame / Green Lens 875,
C8-H22M-265T,"Ray-Ban RB2132 New Wayfarer Classic Unisex Sunglasses (Havana Frame / Green G-15 Lens 902, 52)",,Ray-Ban,mRB2132,e902,"sing the same iconic shape as the classic Wayfarer Sunglasses, Ray-Ban RB2132 New Wayfarer Color Mix sunglasses are dressed in unique color combinations, for those who dare to wear them. This smaller interpretation of the Original Wayfarer comes in a softer eye shape, giving you what you need to express your individuality.",sunglasses,114.99,Model: RB2132 New Wayfarer Classic.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Wayfarer,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original rb,wayfarers ray bans women 56mm 56 59 59mm,2132 rb clubround 52mm 55mm,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,,Composite,glass,wayfarer,non-polarized,52,18,145,unisex-adult,Havana Frame / Green G-15 Lens 902,
GY-8OFS-7F48,"Ray-Ban RB2132 New Wayfarer Classic Unisex Sunglasses (Havana Frame / Green Lens 902L, 55)",,Ray-Ban,mRB2132,e902L,"sing the same iconic shape as the classic Wayfarer Sunglasses, Ray-Ban RB2132 New Wayfarer Color Mix sunglasses are dressed in unique color combinations, for those who dare to wear them. This smaller interpretation of the Original Wayfarer comes in a softer eye shape, giving you what you need to express your individuality.",sunglasses,114.99,Model: RB2132 New Wayfarer Classic.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Wayfarer,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original rb,wayfarers ray bans women 56mm 56 59 59mm,2132 rb clubround 52mm 55mm,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,,Composite,glass,wayfarer,non-polarized,55,18,145,unisex-adult,Havana Frame / Green Lens 902L,
GY-8OFR-7F48,"Ray-Ban RB2132 New Wayfarer Classic Unisex Sunglasses (Light Havana Frame / Brown Lens 710, 52)",,Ray-Ban,mRB2132,e710,"sing the same iconic shape as the classic Wayfarer Sunglasses, Ray-Ban RB2132 New Wayfarer Color Mix sunglasses are dressed in unique color combinations, for those who dare to wear them. This smaller interpretation of the Original Wayfarer comes in a softer eye shape, giving you what you need to express your individuality.",sunglasses,114.99,Model: RB2132 New Wayfarer Classic.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Wayfarer,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original rb,wayfarers ray bans women 56mm 56 59 59mm,2132 rb clubround 52mm 55mm,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,,Composite,glass,wayfarer,non-polarized,52,18,145,unisex-adult,Light Havana Frame / Brown Lens 710,
7H-PFP7-WX7E,"Ray-Ban RB2132 New Wayfarer Classic Unisex Sunglasses (Light Havana Frame / Brown Lens 710, 55)",,Ray-Ban,mRB2132,e710,"sing the same iconic shape as the classic Wayfarer Sunglasses, Ray-Ban RB2132 New Wayfarer Color Mix sunglasses are dressed in unique color combinations, for those who dare to wear them. This smaller interpretation of the Original Wayfarer comes in a softer eye shape, giving you what you need to express your individuality.",sunglasses,114.99,Model: RB2132 New Wayfarer Classic.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Wayfarer,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original rb,wayfarers ray bans women 56mm 56 59 59mm,2132 rb clubround 52mm 55mm,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,,Composite,glass,wayfarer,non-polarized,55,18,145,unisex-adult,Light Havana Frame / Brown Lens 710,
PB-X6RH-I7Q4,"Ray-Ban RB2132 New Wayfarer Color Mix Unisex Sunglasses (Black on Transparent Frame/Green Lens 6052, 52)",,Ray-Ban,mRB2132,e6052,"sing the same iconic shape as the classic Wayfarer Sunglasses, Ray-Ban RB2132 New Wayfarer Color Mix sunglasses are dressed in unique color combinations, for those who dare to wear them. This smaller interpretation of the Original Wayfarer comes in a softer eye shape, giving you what you need to express your individuality.",sunglasses,119.99,Model: RB2132 New Wayfarer Color Mix.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Wayfarer,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original rb,wayfarers ray bans women 56mm 56 59 59mm,2132 rb clubround 52mm 55mm,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,,Composite,glass,wayfarer,non-polarized,52,18,145,unisex-adult,Black on Transparent Frame/Green Lens 6052,
KL-5KE8-CYRQ,"Ray-Ban RB2132 New Wayfarer Color Mix Unisex Sunglasses (Black on Transparent Frame/Green Lens 6052, 55)",,Ray-Ban,mRB2132,e6052,"sing the same iconic shape as the classic Wayfarer Sunglasses, Ray-Ban RB2132 New Wayfarer Color Mix sunglasses are dressed in unique color combinations, for those who dare to wear them. This smaller interpretation of the Original Wayfarer comes in a softer eye shape, giving you what you need to express your individuality.",sunglasses,119.99,Model: RB2132 New Wayfarer Color Mix.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Wayfarer,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original rb,wayfarers ray bans women 56mm 56 59 59mm,2132 rb clubround 52mm 55mm,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,,Composite,glass,wayfarer,non-polarized,55,18,145,unisex-adult,Black on Transparent Frame/Green Lens 6052,
PB-X6RI-I7Q4,"Ray-Ban RB2132 New Wayfarer Color Mix Unisex Sunglasses (Matte Havana Frame/Brown Lens 6179, 52)",,Ray-Ban,mRB2132,e6179,"sing the same iconic shape as the classic Wayfarer Sunglasses, Ray-Ban RB2132 New Wayfarer Color Mix sunglasses are dressed in unique color combinations, for those who dare to wear them. This smaller interpretation of the Original Wayfarer comes in a softer eye shape, giving you what you need to express your individuality.",sunglasses,119.99,Model: RB2132 New Wayfarer Color Mix.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Wayfarer,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original rb,wayfarers ray bans women 56mm 56 59 59mm,2132 rb clubround 52mm 55mm,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,,Composite,glass,wayfarer,non-polarized,52,18,145,unisex-adult,Matte Havana Frame/Brown Lens 6179,
1O-32WX-RYY3,"Ray-Ban RB2132 New Wayfarer Color Mix Unisex Sunglasses (Matte Havana Frame/Brown Lens 6179, 55)",,Ray-Ban,mRB2132,e6179,"sing the same iconic shape as the classic Wayfarer Sunglasses, Ray-Ban RB2132 New Wayfarer Color Mix sunglasses are dressed in unique color combinations, for those who dare to wear them. This smaller interpretation of the Original Wayfarer comes in a softer eye shape, giving you what you need to express your individuality.",sunglasses,119.99,Model: RB2132 New Wayfarer Color Mix.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Wayfarer,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original rb,wayfarers ray bans women 56mm 56 59 59mm,2132 rb clubround 52mm 55mm,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,,Composite,glass,wayfarer,non-polarized,55,18,145,unisex-adult,Matte Havana Frame/Brown Lens 6179,
3G-65FZ-KXT0,"Ray-Ban RB2132 New Wayfarer Flash Series Unisex Sunglasses (Rubber Black Frame / Green Mirror Lens 622/19, 52)",,Ray-Ban,mRB2132,e62219,"sing the same iconic shape as the classic Wayfarer Sunglasses, Ray-Ban RB2132 New Wayfarer Color Mix sunglasses are dressed in unique color combinations, for those who dare to wear them. This smaller interpretation of the Original Wayfarer comes in a softer eye shape, giving you what you need to express your individuality.",sunglasses,139.99,Model: RB2132 New Wayfarer Flash Series.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Wayfarer,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original rb,wayfarers ray bans women 56mm 56 59 59mm,2132 rb clubround 52mm 55mm flash mirrored mirror,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,,Composite,glass,wayfarer,non-polarized,52,18,145,unisex-adult,Rubber Black Frame / Green Mirror Lens 622/19,
CW-PE6Q-VFPT,"Ray-Ban RB2132 New Wayfarer Flash Series Unisex Sunglasses (Rubber Black Frame / Green Mirror Lens 622/19, 55)",,Ray-Ban,mRB2132,e62219,"sing the same iconic shape as the classic Wayfarer Sunglasses, Ray-Ban RB2132 New Wayfarer Color Mix sunglasses are dressed in unique color combinations, for those who dare to wear them. This smaller interpretation of the Original Wayfarer comes in a softer eye shape, giving you what you need to express your individuality.",sunglasses,139.99,Model: RB2132 New Wayfarer Flash Series.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Wayfarer,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original rb,wayfarers ray bans women 56mm 56 59 59mm,2132 rb clubround 52mm 55mm flash mirrored mirror,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,,Composite,glass,wayfarer,non-polarized,55,18,145,unisex-adult,Rubber Black Frame / Green Mirror Lens 622/19,
